-0.00808321762752368,0.00775264332910821,-0.0078993401924368,0.00757628286200525,-0.00770805622257881,0.00739282192895529,0,0,0,0
-165.070258009183,0.0408137033058864,-161.315124372419,0.0398370454247239,-157.408731226767,0.0389030402486873,0,0,0.3175,0
164.192419401228,710.82427313888,160.457624584434,694.655338431075,156.572289855634,677.834722237831,0.15937,0.36562,0.12813,0.55312
-7.46048104668114,949.14242288576,-7.29076572689397,927.552385456081,-7.11432819586564,905.092297093565,0.87187,0.99687,-1.0844,1.0719
956.977901050532,-112.474320764483,935.209446517964,-109.915645259103,912.564089565028,-107.25433038887,1.1969,-1.0531,0.27188,0.85938
164.292424538085,225.139259659831,160.555077079644,220.017885709001,156.667155462511,214.690050106091,0.54688,1.0656,-0.74063,-1.2156
954.630187963532,-132.637855619725,932.915135144569,-129.62054692901,910.325335319834,-126.482113765215,0.49687,-0.39687,1.1531,0.084375
946.376724027072,-182.259187229991,924.849397916496,-178.113187765299,902.454893229013,-173.800573317773,1.0281,0.59688,0.37188,-1.0719
871.198380942538,-489.315155711075,851.381136584916,-478.1845521199,830.765641030912,-466.605827003494,1.2156,-0.25937,0.54688,-0.76563
258.533030712381,585.801169969223,252.652220982871,572.476188996215,246.534438800252,558.614091435605,0.60313,-0.20938,-0.29063,1.0781
-25.1678598494215,965.677933276606,-24.5952529872202,943.711745079424,-23.9996997170483,920.860358550075,-0.71562,0.69688,0.81563,0.95313
42.1994202866158,62.9772418284808,41.2395571946363,61.5448511444945,40.2410177525166,60.0547106067687,0.52812,1.1031,-0.40938,-0.81563
-671.469742440889,729.764666667088,-656.195713999609,713.164633050271,-640.30648020373,695.895961217576,-1.2031,0.34062,0.20313,0.85313
-926.237807426652,-171.590075994474,-905.168614482419,-167.687246593247,-883.250655189496,-163.626674585381,-0.79688,0.14063,-0.49062,-0.55937
99.1400471271796,-245.20634685138,96.8851000595992,-239.628782526511,94.5393360571207,-233.826490280941,-0.028125,-1.2094,0.52188,0.71562
-58.2200531044765,-897.262720123714,-56.8957655887658,-876.852806137978,-55.5180226849582,-855.620364942494,-0.37188,-0.74063,0.34062,-0.38438
-837.399153710607,543.794457395986,-818.350749661894,531.424610016984,-798.535075257344,518.556682731582,-0.65312,1.1281,-1.1344,-0.046875
-563.946192955513,-810.279583969827,-551.118139914937,-791.8483885883,-537.77322692268,-772.674151891339,-0.15313,-0.30938,-0.73438,-0.95313
958.136154647061,59.4756331363012,936.341363367468,58.1230649235384,913.668594876071,56.7155116248221,1.2469,-0.50937,0.53438,0.83438
-215.398803927225,942.58131473514,-210.499097729702,921.140455740569,-205.402125433269,898.835656895441,-0.24062,0.88438,-0.22812,0.59688
545.578732959945,-838.994075869827,533.168374785732,-819.909426712404,520.25818301961,-800.055952650665,0.053125,-0.39063,1.0094,-1.1906
-954.012995026534,44.8746212392458,-932.311992789332,43.8536510910871,-909.736798348604,42.7920082209902,-0.45937,-0.034375,-1.1656,0.20938
-690.959674200811,672.723315211762,-675.242302305214,657.420798830333,-658.891859210279,641.501951110046,-0.53438,-0.084375,-0.36562,1.1094
449.274891817933,865.724614512244,439.055286808041,846.03218300665,428.42389553403,825.545943666224,0.12813,0.25938,0.57813,1.0344
-122.20852190817,14.2791664497533,-119.428639678875,13.9540756642836,-116.536775724829,13.6159549605189,-1.0719,-0.66562,0.94687,0.24062
-704.552481053995,714.607488024174,-688.525921327337,698.352220170505,-671.853839161781,681.44222658137,-1.2344,0.52187,0.046875,0.75937
